[2, 8, 3]
Found new best, iteration = 3942000, Error = 0.01569253954758906
Found new best, iteration = 3945000, Error = 0.015561521511835432
Found new best, iteration = 4051000, Error = 0.015210432780523456
Found new best, iteration = 4053000, Error = 0.015071785420504072
Found new best, iteration = 4056000, Error = 0.01385276395861031
Found new best, iteration = 4134000, Error = 0.013654179209136818
Found new best, iteration = 4139000, Error = 0.013330735221225121
Found new best, iteration = 4141000, Error = 0.012218308966784157
Found new best, iteration = 4160000, Error = 0.011801733416490484
Found new best, iteration = 4161000, Error = 0.011561265386440553
Found new best, iteration = 4162000, Error = 0.01153366778156352
Found new best, iteration = 4163000, Error = 0.011494956085946239
Found new best, iteration = 4164000, Error = 0.011263701669622445
Found new best, iteration = 4167000, Error = 0.011120040626695051
Found new best, iteration = 4277000, Error = 0.010829482538522542
Found new best, iteration = 4910000, Error = 0.010637089897403251
Found new best, iteration = 4922000, Error = 0.010358920334047386
--- 4144.4150512218475 seconds ---
0.010358920334047386
s = [[ 0.07590445 -0.26419188]
 [-0.11899127  0.17005237]
 [ 0.05510634  0.1831239 ]
 [ 0.71346774  0.8796678 ]
 [ 0.17401291  0.84965646]
 [ 0.16205749  0.21906949]
 [ 0.17765563 -0.3468728 ]
 [ 0.06654772  0.99521843]]
[2, 6, 4, 3]
Found new best, iteration = 1000, Error = 0.6550071238299574
Found new best, iteration = 2000, Error = 0.6542555914521608
Found new best, iteration = 3000, Error = 0.6528437222320926
Found new best, iteration = 4000, Error = 0.6493412948378925
Found new best, iteration = 5000, Error = 0.6405779736774755
Found new best, iteration = 6000, Error = 0.6335088061462253
Found new best, iteration = 7000, Error = 0.6225700459607639
Found new best, iteration = 8000, Error = 0.6163194867736879
Found new best, iteration = 9000, Error = 0.612542590017306
Found new best, iteration = 10000, Error = 0.6079194083073574
Found new best, iteration = 11000, Error = 0.6025168405039536
Found new best, iteration = 12000, Error = 0.5979000013763238
Found new best, iteration = 13000, Error = 0.592906229381757
Found new best, iteration = 14000, Error = 0.5872444432797362
Found new best, iteration = 15000, Error = 0.5820308286451352
Found new best, iteration = 16000, Error = 0.5790301542218892
Found new best, iteration = 17000, Error = 0.5743712214833252
Found new best, iteration = 18000, Error = 0.5712467886039787
Found new best, iteration = 19000, Error = 0.5662586383311748
Found new best, iteration = 20000, Error = 0.5642138405140542
Found new best, iteration = 21000, Error = 0.5600912176498763
Found new best, iteration = 22000, Error = 0.556938498740482
Found new best, iteration = 23000, Error = 0.5397856020704733
Found new best, iteration = 24000, Error = 0.5294314705425021
Found new best, iteration = 25000, Error = 0.5250469762558501
Found new best, iteration = 26000, Error = 0.5208842496208959
Found new best, iteration = 27000, Error = 0.5142265155671734
Found new best, iteration = 28000, Error = 0.5109585484365706
Found new best, iteration = 29000, Error = 0.5078448301761662
Found new best, iteration = 30000, Error = 0.5057622522958507
Found new best, iteration = 31000, Error = 0.5019878142132757
Found new best, iteration = 32000, Error = 0.49599298609887044
Found new best, iteration = 34000, Error = 0.4938448476705525
Found new best, iteration = 35000, Error = 0.48836457971150654
Found new best, iteration = 36000, Error = 0.4836922191602099
Found new best, iteration = 37000, Error = 0.4807878959294966
Found new best, iteration = 38000, Error = 0.47618074716141756
Found new best, iteration = 39000, Error = 0.47267483987182407
Found new best, iteration = 40000, Error = 0.46570067129021686
Found new best, iteration = 41000, Error = 0.45775963032234845
Found new best, iteration = 42000, Error = 0.45471039603538976
Found new best, iteration = 43000, Error = 0.45262076005705065
Found new best, iteration = 44000, Error = 0.44800382415652595
Found new best, iteration = 45000, Error = 0.4406864141294837
Found new best, iteration = 46000, Error = 0.432926127465205
Found new best, iteration = 47000, Error = 0.4296625562271965
Found new best, iteration = 48000, Error = 0.42802759277948954
Found new best, iteration = 49000, Error = 0.42442733862341664
Found new best, iteration = 50000, Error = 0.4219363909357954
Found new best, iteration = 51000, Error = 0.41830897092064023
Found new best, iteration = 52000, Error = 0.41526568444965695
Found new best, iteration = 53000, Error = 0.41331185335757853
Found new best, iteration = 54000, Error = 0.4128384186397441
Found new best, iteration = 55000, Error = 0.4104437108567931
Found new best, iteration = 57000, Error = 0.4073420853810626
Found new best, iteration = 58000, Error = 0.40442215126349756
Found new best, iteration = 59000, Error = 0.40147390612324096
Found new best, iteration = 60000, Error = 0.399704218102287
Found new best, iteration = 61000, Error = 0.3976847547665055
Found new best, iteration = 62000, Error = 0.39360155054094764
Found new best, iteration = 64000, Error = 0.39128685147938325
Found new best, iteration = 65000, Error = 0.3877408075001309
Found new best, iteration = 66000, Error = 0.38717450088404215
Found new best, iteration = 67000, Error = 0.38307072311657386
Found new best, iteration = 71000, Error = 0.38183346789884653
Found new best, iteration = 72000, Error = 0.37976266718418994
Found new best, iteration = 73000, Error = 0.3769627364308774
Found new best, iteration = 75000, Error = 0.37688876975006746
Found new best, iteration = 76000, Error = 0.37593422541927596
Found new best, iteration = 77000, Error = 0.37464081733952737
Found new best, iteration = 78000, Error = 0.37106559628487934
Found new best, iteration = 79000, Error = 0.3702571227202741
Found new best, iteration = 80000, Error = 0.3670876917778957
Found new best, iteration = 81000, Error = 0.3651771487025176
Found new best, iteration = 82000, Error = 0.36335682093080224
Found new best, iteration = 84000, Error = 0.3604778636893168
Found new best, iteration = 85000, Error = 0.36028921471206793
Found new best, iteration = 86000, Error = 0.35628222571090407
Found new best, iteration = 87000, Error = 0.3527223437864394
Found new best, iteration = 88000, Error = 0.3522882271396735
Found new best, iteration = 89000, Error = 0.3497105496160333
Found new best, iteration = 90000, Error = 0.34959052815436753
Found new best, iteration = 91000, Error = 0.34776053196840595
Found new best, iteration = 93000, Error = 0.34716315724299474
Found new best, iteration = 95000, Error = 0.34569230597683276
Found new best, iteration = 99000, Error = 0.34412080744581
Found new best, iteration = 100000, Error = 0.3433377511942645
Found new best, iteration = 101000, Error = 0.34132085985847765
Found new best, iteration = 102000, Error = 0.34043001804968953
Found new best, iteration = 103000, Error = 0.3373929074602044
Found new best, iteration = 104000, Error = 0.33714272785580646
Found new best, iteration = 108000, Error = 0.33668761127211666
Found new best, iteration = 109000, Error = 0.3358740351738858
Found new best, iteration = 110000, Error = 0.333437855818469
Found new best, iteration = 112000, Error = 0.332183479368363
Found new best, iteration = 113000, Error = 0.33131506330588034
Found new best, iteration = 114000, Error = 0.330910977223813
Found new best, iteration = 115000, Error = 0.329369325284097
Found new best, iteration = 117000, Error = 0.32876056413868093
Found new best, iteration = 118000, Error = 0.3270121239456427
Found new best, iteration = 119000, Error = 0.32512185362722623
Found new best, iteration = 121000, Error = 0.32240444851025907
Found new best, iteration = 122000, Error = 0.32040173318315973
Found new best, iteration = 126000, Error = 0.3185497842165281
Found new best, iteration = 127000, Error = 0.31660439659540984
Found new best, iteration = 128000, Error = 0.31566239612334124
Found new best, iteration = 129000, Error = 0.3151777562178484
Found new best, iteration = 130000, Error = 0.3140259547747516
Found new best, iteration = 134000, Error = 0.31064909428541204
Found new best, iteration = 135000, Error = 0.3097174001037126
Found new best, iteration = 138000, Error = 0.30950480280216763
Found new best, iteration = 139000, Error = 0.30737942632749826
Found new best, iteration = 142000, Error = 0.30691625903399034
Found new best, iteration = 144000, Error = 0.3057335573875677
Found new best, iteration = 145000, Error = 0.3016159495291384
Found new best, iteration = 148000, Error = 0.30127510913393585
Found new best, iteration = 149000, Error = 0.2999671536080694
Found new best, iteration = 150000, Error = 0.2992091258516719
Found new best, iteration = 153000, Error = 0.29826172053973643
Found new best, iteration = 155000, Error = 0.29450813842739876
Found new best, iteration = 156000, Error = 0.2941787188876164
Found new best, iteration = 157000, Error = 0.2934026182779543
Found new best, iteration = 158000, Error = 0.29224756327463003
Found new best, iteration = 159000, Error = 0.2906004289725626
Found new best, iteration = 160000, Error = 0.2892996643974043
Found new best, iteration = 162000, Error = 0.28859375864663467
Found new best, iteration = 165000, Error = 0.286506668432266
Found new best, iteration = 167000, Error = 0.285687528125364
Found new best, iteration = 168000, Error = 0.28512818421306874
Found new best, iteration = 169000, Error = 0.2850846468848655
Found new best, iteration = 171000, Error = 0.28006850408980355
Found new best, iteration = 172000, Error = 0.27753050357124465
Found new best, iteration = 173000, Error = 0.27135217929910116
Found new best, iteration = 176000, Error = 0.2679905547424829
Found new best, iteration = 180000, Error = 0.2670981968976994
Found new best, iteration = 181000, Error = 0.26582413597216237
Found new best, iteration = 182000, Error = 0.2639261055175869
Found new best, iteration = 183000, Error = 0.26368585243708786
Found new best, iteration = 184000, Error = 0.2619174599653945
Found new best, iteration = 185000, Error = 0.2595633326581198
Found new best, iteration = 186000, Error = 0.25705922807350734
Found new best, iteration = 188000, Error = 0.2559721446992891
Found new best, iteration = 191000, Error = 0.25032021279318994
Found new best, iteration = 192000, Error = 0.24717074249393434
Found new best, iteration = 193000, Error = 0.2431024398667089
Found new best, iteration = 195000, Error = 0.24111429040148968
Found new best, iteration = 196000, Error = 0.23864964918687703
Found new best, iteration = 197000, Error = 0.23846831386077427
Found new best, iteration = 198000, Error = 0.23773723614137654
Found new best, iteration = 199000, Error = 0.2374897671457403
Found new best, iteration = 201000, Error = 0.23490392263062732
Found new best, iteration = 202000, Error = 0.23356123981771
Found new best, iteration = 203000, Error = 0.22994967638109606
Found new best, iteration = 204000, Error = 0.2284801975714344
Found new best, iteration = 206000, Error = 0.2273827206901906
Found new best, iteration = 207000, Error = 0.22071044840770498
Found new best, iteration = 211000, Error = 0.21971662755966812
Found new best, iteration = 212000, Error = 0.2182576500596075
Found new best, iteration = 213000, Error = 0.21474467173548598
Found new best, iteration = 215000, Error = 0.21338123457931102
Found new best, iteration = 216000, Error = 0.21288076484294066
Found new best, iteration = 217000, Error = 0.2106948174994312
Found new best, iteration = 218000, Error = 0.20891255624051297
Found new best, iteration = 219000, Error = 0.20787468586266106
Found new best, iteration = 225000, Error = 0.20625605905025118
Found new best, iteration = 226000, Error = 0.19599577925915257
Found new best, iteration = 228000, Error = 0.19385613220389725
Found new best, iteration = 229000, Error = 0.19115161244051745
Found new best, iteration = 233000, Error = 0.18973106381659352
Found new best, iteration = 239000, Error = 0.18904797792404848
Found new best, iteration = 240000, Error = 0.18614507481597492
Found new best, iteration = 241000, Error = 0.18547762625505462
Found new best, iteration = 242000, Error = 0.185300683106907
Found new best, iteration = 243000, Error = 0.18201605668070248
Found new best, iteration = 246000, Error = 0.17840356229901838
Found new best, iteration = 250000, Error = 0.17733734589996664
Found new best, iteration = 251000, Error = 0.172580634065075
Found new best, iteration = 255000, Error = 0.1696016042293407
Found new best, iteration = 258000, Error = 0.1597429250724826
Found new best, iteration = 267000, Error = 0.15874122418073522
Found new best, iteration = 271000, Error = 0.15593549677829294
Found new best, iteration = 273000, Error = 0.15510364082325045
Found new best, iteration = 275000, Error = 0.15298451099410415
Found new best, iteration = 277000, Error = 0.15157968331489935
Found new best, iteration = 283000, Error = 0.14960491751506255
Found new best, iteration = 286000, Error = 0.1487923252904014
Found new best, iteration = 289000, Error = 0.14845519847674002
Found new best, iteration = 290000, Error = 0.1436741749323773
Found new best, iteration = 293000, Error = 0.14195882255202041
Found new best, iteration = 296000, Error = 0.1408110829134025
Found new best, iteration = 303000, Error = 0.1406215829795486
Found new best, iteration = 304000, Error = 0.1402387581428151
Found new best, iteration = 306000, Error = 0.13614898996434238
Found new best, iteration = 307000, Error = 0.1330527186820974
Found new best, iteration = 310000, Error = 0.13118701204469377
Found new best, iteration = 311000, Error = 0.13080936307175992
Found new best, iteration = 312000, Error = 0.12906155269612735
Found new best, iteration = 315000, Error = 0.12841464518939177
Found new best, iteration = 316000, Error = 0.1275509461247517
Found new best, iteration = 319000, Error = 0.12647109903344023
Found new best, iteration = 320000, Error = 0.12560584804247632
Found new best, iteration = 322000, Error = 0.12175338632689608
Found new best, iteration = 333000, Error = 0.1209120587580895
Found new best, iteration = 337000, Error = 0.118414434209163
Found new best, iteration = 338000, Error = 0.11567886448655812
Found new best, iteration = 340000, Error = 0.1156762777944725
Found new best, iteration = 345000, Error = 0.1136716778625487
Found new best, iteration = 348000, Error = 0.11212260717076247
Found new best, iteration = 349000, Error = 0.11152908443824675
Found new best, iteration = 350000, Error = 0.10938218439289495
Found new best, iteration = 351000, Error = 0.10880600273324441
Found new best, iteration = 353000, Error = 0.10867159778853952
Found new best, iteration = 354000, Error = 0.10825234465831064
Found new best, iteration = 355000, Error = 0.10696427480812895
Found new best, iteration = 356000, Error = 0.10655996185401229
Found new best, iteration = 359000, Error = 0.10445612579304678
Found new best, iteration = 362000, Error = 0.10380396200485772
Found new best, iteration = 363000, Error = 0.10301840910367593
Found new best, iteration = 368000, Error = 0.10292055766943956
Found new best, iteration = 369000, Error = 0.0987348091052328
Found new best, iteration = 370000, Error = 0.09813069637986219
Found new best, iteration = 373000, Error = 0.09708580955708779
Found new best, iteration = 375000, Error = 0.09578231370344574
Found new best, iteration = 386000, Error = 0.09552022152647005
Found new best, iteration = 389000, Error = 0.09510963294089983
Found new best, iteration = 390000, Error = 0.0946850960989358
Found new best, iteration = 391000, Error = 0.09235838612539812
Found new best, iteration = 392000, Error = 0.09216346781167702
Found new best, iteration = 400000, Error = 0.09216013375655116
Found new best, iteration = 401000, Error = 0.09072363091111296
Found new best, iteration = 405000, Error = 0.09018598735019785
Found new best, iteration = 406000, Error = 0.08977395476069637
Found new best, iteration = 421000, Error = 0.08973406893159698
Found new best, iteration = 422000, Error = 0.08761299083464491
Found new best, iteration = 424000, Error = 0.0870657659030606
Found new best, iteration = 426000, Error = 0.08667558365904525
Found new best, iteration = 431000, Error = 0.08607922299709458
Found new best, iteration = 432000, Error = 0.08458800774982633
Found new best, iteration = 438000, Error = 0.08397859045172917
Found new best, iteration = 439000, Error = 0.08227522762840465
Found new best, iteration = 443000, Error = 0.08149673555680353
Found new best, iteration = 451000, Error = 0.08033622626351539
Found new best, iteration = 453000, Error = 0.07915824944025066
Found new best, iteration = 458000, Error = 0.07764630496705596
Found new best, iteration = 473000, Error = 0.07733077015189505
Found new best, iteration = 475000, Error = 0.0772218657966325
Found new best, iteration = 482000, Error = 0.07537015895869276
Found new best, iteration = 483000, Error = 0.0735057867995364
Found new best, iteration = 488000, Error = 0.07268614923937172
Found new best, iteration = 491000, Error = 0.07248073070408219
Found new best, iteration = 493000, Error = 0.07095074452329028
Found new best, iteration = 514000, Error = 0.07032410443836214
Found new best, iteration = 535000, Error = 0.07007444716287817
Found new best, iteration = 539000, Error = 0.06962115343234426
Found new best, iteration = 543000, Error = 0.0690526143876362
Found new best, iteration = 544000, Error = 0.06824680196084748
Found new best, iteration = 545000, Error = 0.06819823238354396
Found new best, iteration = 546000, Error = 0.06663511349443542
Found new best, iteration = 547000, Error = 0.06640671756262034
Found new best, iteration = 548000, Error = 0.06562742565401235
Found new best, iteration = 553000, Error = 0.06429585856884662
Found new best, iteration = 563000, Error = 0.06388421677042197
Found new best, iteration = 565000, Error = 0.06318107615527552
Found new best, iteration = 576000, Error = 0.06225166654658877
Found new best, iteration = 610000, Error = 0.06196156277213259
Found new best, iteration = 613000, Error = 0.059279676109163626
Found new best, iteration = 618000, Error = 0.05794463430063761
Found new best, iteration = 624000, Error = 0.0566012131593828
Found new best, iteration = 667000, Error = 0.05523861676922862
Found new best, iteration = 692000, Error = 0.054664441699778535
Found new best, iteration = 694000, Error = 0.05426464225927589
Found new best, iteration = 695000, Error = 0.05362416464638862
Found new best, iteration = 698000, Error = 0.053567744466636036
Found new best, iteration = 699000, Error = 0.05286653776370983
Found new best, iteration = 711000, Error = 0.05096581976158594
Found new best, iteration = 719000, Error = 0.04956024091641482
Found new best, iteration = 723000, Error = 0.04939627722542542
Found new best, iteration = 724000, Error = 0.04919113730680051
Found new best, iteration = 726000, Error = 0.04830952144239216
Found new best, iteration = 728000, Error = 0.04766183252751671
Found new best, iteration = 730000, Error = 0.04736044299361134
Found new best, iteration = 736000, Error = 0.046436139235500565
Found new best, iteration = 737000, Error = 0.046207371322539145
Found new best, iteration = 738000, Error = 0.045826480506515804
Found new best, iteration = 740000, Error = 0.04540106786822418
Found new best, iteration = 746000, Error = 0.044956443259826034
Found new best, iteration = 747000, Error = 0.04391649532672208
Found new best, iteration = 748000, Error = 0.04376388831284021
Found new best, iteration = 749000, Error = 0.043203455039209054
Found new best, iteration = 771000, Error = 0.04299613955787747
Found new best, iteration = 773000, Error = 0.04294818737094963
Found new best, iteration = 775000, Error = 0.042671787543978316
Found new best, iteration = 778000, Error = 0.042270079357776644
Found new best, iteration = 779000, Error = 0.041881472868711564
Found new best, iteration = 805000, Error = 0.041792304512592485
Found new best, iteration = 830000, Error = 0.040823637801899834
Found new best, iteration = 833000, Error = 0.03905016271398115
Found new best, iteration = 856000, Error = 0.038685558144464685
Found new best, iteration = 869000, Error = 0.03795935734263925
Found new best, iteration = 871000, Error = 0.03795057794183648
Found new best, iteration = 872000, Error = 0.037700943189506314
Found new best, iteration = 896000, Error = 0.037134413490426184
Found new best, iteration = 907000, Error = 0.03707644633270416
Found new best, iteration = 908000, Error = 0.03541954805865019
Found new best, iteration = 917000, Error = 0.035004944212526534
Found new best, iteration = 919000, Error = 0.034721194306883946
Found new best, iteration = 939000, Error = 0.03440373139823055
Found new best, iteration = 942000, Error = 0.033795892569213816
Found new best, iteration = 944000, Error = 0.03323089742045525
Found new best, iteration = 945000, Error = 0.033138807461596226
Found new best, iteration = 946000, Error = 0.032737797017600545
Found new best, iteration = 947000, Error = 0.032405905190877084
Found new best, iteration = 948000, Error = 0.0320572017251388
Found new best, iteration = 950000, Error = 0.03147668897549169
Found new best, iteration = 953000, Error = 0.03120812929515726
Found new best, iteration = 954000, Error = 0.03109020293745357
Found new best, iteration = 955000, Error = 0.03053370402588681
Found new best, iteration = 956000, Error = 0.030106245430037457
Found new best, iteration = 965000, Error = 0.030061452219805204
Found new best, iteration = 966000, Error = 0.029951221625305235
Found new best, iteration = 967000, Error = 0.029726353642708273
Found new best, iteration = 985000, Error = 0.029683603407511146
Found new best, iteration = 1041000, Error = 0.02930072736747763
Found new best, iteration = 1047000, Error = 0.029184509400808516
Found new best, iteration = 1048000, Error = 0.028885748848254483
Found new best, iteration = 1054000, Error = 0.028380960581322785
Found new best, iteration = 1056000, Error = 0.028352119943000922
Found new best, iteration = 1061000, Error = 0.027475103983722868
Found new best, iteration = 1075000, Error = 0.027152225540687858
Found new best, iteration = 1077000, Error = 0.026789116522114867
Found new best, iteration = 1080000, Error = 0.02677749592280989
Found new best, iteration = 1081000, Error = 0.026308177256505
Found new best, iteration = 1086000, Error = 0.02520304009248918
Found new best, iteration = 1089000, Error = 0.02376939798534031
Found new best, iteration = 1090000, Error = 0.02333386196252471
Found new best, iteration = 1091000, Error = 0.023107090262369356
Found new best, iteration = 1093000, Error = 0.021996146893574136
Found new best, iteration = 1102000, Error = 0.02187612943074566
Found new best, iteration = 1103000, Error = 0.021485888447940565
Found new best, iteration = 1104000, Error = 0.019836405124394305
Found new best, iteration = 1159000, Error = 0.019725891899982438
Found new best, iteration = 1160000, Error = 0.017569324563554645
Found new best, iteration = 1166000, Error = 0.017442758291507682
Found new best, iteration = 1169000, Error = 0.01719659310927531
Found new best, iteration = 1172000, Error = 0.017166654367979945
Found new best, iteration = 1201000, Error = 0.016354081489469735
Found new best, iteration = 1202000, Error = 0.01625385208722612
Found new best, iteration = 1234000, Error = 0.016205913334548114
Found new best, iteration = 1235000, Error = 0.016124732942611235
Found new best, iteration = 1237000, Error = 0.01611179598255669
Found new best, iteration = 1241000, Error = 0.01583270169271787
Found new best, iteration = 1263000, Error = 0.015792661514746183
Found new best, iteration = 1265000, Error = 0.015176372536575847
Found new best, iteration = 1268000, Error = 0.014834238107885858
Found new best, iteration = 1414000, Error = 0.014327185206735465
Found new best, iteration = 1428000, Error = 0.014154909992475605
Found new best, iteration = 1429000, Error = 0.013993495593176631
Found new best, iteration = 1433000, Error = 0.013987523209763479
Found new best, iteration = 1493000, Error = 0.01379296152427091
Found new best, iteration = 1494000, Error = 0.01362419678210185
Found new best, iteration = 1618000, Error = 0.012927824699131774
Found new best, iteration = 1626000, Error = 0.012729592673918374
Found new best, iteration = 1643000, Error = 0.012670879185482773
Found new best, iteration = 1653000, Error = 0.012252742874490382
Found new best, iteration = 1660000, Error = 0.012147822986970034
Found new best, iteration = 1669000, Error = 0.01201773640659733
Found new best, iteration = 1670000, Error = 0.011996907754661449
Found new best, iteration = 1673000, Error = 0.011956615995607753
Found new best, iteration = 1696000, Error = 0.011889678763988979
Found new best, iteration = 1763000, Error = 0.01175363894338327
Found new best, iteration = 1777000, Error = 0.01160318553167093
Found new best, iteration = 1806000, Error = 0.011084284353033906
Found new best, iteration = 1831000, Error = 0.010815598222615175
Found new best, iteration = 1837000, Error = 0.010806930412272153
Found new best, iteration = 1838000, Error = 0.0102779700691375
Found new best, iteration = 1839000, Error = 0.010146363553240549
Found new best, iteration = 1851000, Error = 0.010144412194064464
Found new best, iteration = 1866000, Error = 0.01008580871027887
Found new best, iteration = 1868000, Error = 0.010047699493476548
Found new best, iteration = 1955000, Error = 0.009665859967674802
Found new best, iteration = 1957000, Error = 0.00918811477172617
Found new best, iteration = 1979000, Error = 0.009092779893156277
Found new best, iteration = 2153000, Error = 0.008708426732648026
Found new best, iteration = 2167000, Error = 0.008460693115658344
Found new best, iteration = 2177000, Error = 0.008433453633811611
Found new best, iteration = 2190000, Error = 0.00834085565652382
Found new best, iteration = 2547000, Error = 0.008256790802271433
Found new best, iteration = 2551000, Error = 0.008065166852500102
Found new best, iteration = 2553000, Error = 0.007958455497849378
Found new best, iteration = 2902000, Error = 0.007955573440860477
Found new best, iteration = 2904000, Error = 0.0074276906703370175
Found new best, iteration = 2907000, Error = 0.007182761579129308
Found new best, iteration = 2914000, Error = 0.006948607846769999
Found new best, iteration = 2972000, Error = 0.006873679026962043
Found new best, iteration = 2981000, Error = 0.006833177623167359
Found new best, iteration = 2982000, Error = 0.006651913185546519
Found new best, iteration = 2983000, Error = 0.006632401449097658
Found new best, iteration = 2985000, Error = 0.006596156139560225
Found new best, iteration = 3005000, Error = 0.006594353219438041
Found new best, iteration = 3006000, Error = 0.006565032278409037
Found new best, iteration = 3027000, Error = 0.006560334991228224
Found new best, iteration = 3037000, Error = 0.0064153703671655325
Found new best, iteration = 3040000, Error = 0.006059798866603298
Found new best, iteration = 3041000, Error = 0.00582083309799508
Found new best, iteration = 3042000, Error = 0.005637064338078269
Found new best, iteration = 3074000, Error = 0.0054068132001880926
Found new best, iteration = 3078000, Error = 0.005263586107580525
Found new best, iteration = 3079000, Error = 0.005096924851274422
Found new best, iteration = 3083000, Error = 0.005092665757343035
Found new best, iteration = 3088000, Error = 0.0049444303358743774
Found new best, iteration = 3228000, Error = 0.004896926960297846
Found new best, iteration = 3255000, Error = 0.00458835330350368
Found new best, iteration = 3273000, Error = 0.004407208079883605
Found new best, iteration = 3278000, Error = 0.004334028166162358
Found new best, iteration = 3287000, Error = 0.004233281730064504
Found new best, iteration = 3291000, Error = 0.003925722657085462
Found new best, iteration = 3311000, Error = 0.0036578503634813004
Found new best, iteration = 3384000, Error = 0.003619148586058852
Found new best, iteration = 3448000, Error = 0.003522777794866334
Found new best, iteration = 3461000, Error = 0.0034966510522649323
Found new best, iteration = 3470000, Error = 0.0034956543274673292
Found new best, iteration = 3475000, Error = 0.0034190520361806614
Found new best, iteration = 4252000, Error = 0.003369588668538467
Found new best, iteration = 4257000, Error = 0.0032203706543201135
Found new best, iteration = 4259000, Error = 0.0032121189257021923
Found new best, iteration = 4261000, Error = 0.003083721715800644
Found new best, iteration = 4266000, Error = 0.002984725982267322
Found new best, iteration = 4268000, Error = 0.002813322576527849
Found new best, iteration = 4316000, Error = 0.0027250660079242628
Found new best, iteration = 4318000, Error = 0.002711366602307353
Found new best, iteration = 4320000, Error = 0.0027018734974172155
Found new best, iteration = 4326000, Error = 0.0026716288093838396
Found new best, iteration = 4334000, Error = 0.0025542613621704676
Found new best, iteration = 4335000, Error = 0.0025431088080016626
Found new best, iteration = 4367000, Error = 0.002523479563482092
Found new best, iteration = 4375000, Error = 0.0024838869235096553
Found new best, iteration = 4398000, Error = 0.0024758847282373674
Found new best, iteration = 4579000, Error = 0.002470576773940472
Found new best, iteration = 4585000, Error = 0.002423260519590488
Found new best, iteration = 4608000, Error = 0.002395648741662101
--- 3752.520231962204 seconds ---
0.002395648741662101
s = [[ 0.11684574 -0.16948334]
 [-0.10412198  0.19245328]
 [-0.09726246  0.26202786]
 [ 0.42574561 -0.70688698]
 [ 0.08164603 -0.23786241]
 [ 0.07328655 -0.32045944]]
