[2, 8, 3]
Found new best, iteration = 3880000, Error = 0.08602644890318598
Found new best, iteration = 3887000, Error = 0.08579227890337568
Found new best, iteration = 3938000, Error = 0.08555746715472008
Found new best, iteration = 3956000, Error = 0.08474015435418625
Found new best, iteration = 3974000, Error = 0.08471361758453796
Found new best, iteration = 3975000, Error = 0.08398654028579292
Found new best, iteration = 3976000, Error = 0.08275494023217395
Found new best, iteration = 3978000, Error = 0.08225346382094617
Found new best, iteration = 4014000, Error = 0.08218749717559581
Found new best, iteration = 4016000, Error = 0.08200600426287509
Found new best, iteration = 4018000, Error = 0.08165339466802246
Found new best, iteration = 4024000, Error = 0.08158521757859064
Found new best, iteration = 4032000, Error = 0.08128330208886396
Found new best, iteration = 4033000, Error = 0.08089728938164845
Found new best, iteration = 4034000, Error = 0.0807413034607033
Found new best, iteration = 4035000, Error = 0.08051918116580556
Found new best, iteration = 4036000, Error = 0.08003362594376531
Found new best, iteration = 4059000, Error = 0.07978149337508846
Found new best, iteration = 4062000, Error = 0.07976522886101906
Found new best, iteration = 4066000, Error = 0.07955678098091028
Found new best, iteration = 4072000, Error = 0.07949151594526704
Found new best, iteration = 4073000, Error = 0.07892344743651253
Found new best, iteration = 4099000, Error = 0.07867329581366157
Found new best, iteration = 4102000, Error = 0.07809605209079111
Found new best, iteration = 4106000, Error = 0.07762752535407969
Found new best, iteration = 4108000, Error = 0.07680418641773665
Found new best, iteration = 4113000, Error = 0.07619819122637644
Found new best, iteration = 4177000, Error = 0.07589385024012672
Found new best, iteration = 4186000, Error = 0.07537676382105025
Found new best, iteration = 4226000, Error = 0.07532551692963513
Found new best, iteration = 4341000, Error = 0.07421156739886932
Found new best, iteration = 4367000, Error = 0.0738964498780354
Found new best, iteration = 4377000, Error = 0.07315152439711733
Found new best, iteration = 4380000, Error = 0.07298947712315336
Found new best, iteration = 4383000, Error = 0.0728594311286562
Found new best, iteration = 4388000, Error = 0.0716268397032972
Found new best, iteration = 4396000, Error = 0.0712677977473111
Found new best, iteration = 4403000, Error = 0.07111689509375609
Found new best, iteration = 4406000, Error = 0.06983078768602849
Found new best, iteration = 4408000, Error = 0.06972842024537881
Found new best, iteration = 4417000, Error = 0.0683823688944857
Found new best, iteration = 4428000, Error = 0.06814335316700544
Found new best, iteration = 4431000, Error = 0.06809994150207266
Found new best, iteration = 4439000, Error = 0.06760979151402373
Found new best, iteration = 4468000, Error = 0.06687952748502067
Found new best, iteration = 4473000, Error = 0.06633279712187462
Found new best, iteration = 4743000, Error = 0.06622500321902813
Found new best, iteration = 4745000, Error = 0.06566269430902555
Found new best, iteration = 4869000, Error = 0.06543998184837968
Found new best, iteration = 4874000, Error = 0.06502980273399502
Found new best, iteration = 4876000, Error = 0.06453190793471195
Found new best, iteration = 4878000, Error = 0.06431722100010827
Found new best, iteration = 4882000, Error = 0.06332079654197662
Found new best, iteration = 4976000, Error = 0.06302099152535826
Found new best, iteration = 4979000, Error = 0.06292258999390044
Found new best, iteration = 4980000, Error = 0.06251654281077476
Found new best, iteration = 4986000, Error = 0.06244683118596621
Found new best, iteration = 4987000, Error = 0.06229781177044968
Found new best, iteration = 4988000, Error = 0.062038696382341066
--- 3851.2020568847656 seconds ---
0.06171574446011389
s = [[ 0.10581542 -0.19548404]
 [ 0.52601391 -0.94186101]
 [ 0.09470421  0.20599219]
 [-0.10274457 -0.21086428]
 [ 0.08750833 -0.37426826]
 [ 0.08966993  0.20732056]
 [ 0.85070791 -0.91908143]
 [-0.1209613   0.17208591]]
[2, 8, 4, 3]
Found new best, iteration = 1000, Error = 0.6549610394608414
Found new best, iteration = 2000, Error = 0.6505260014174437
Found new best, iteration = 3000, Error = 0.6433649771340096
Found new best, iteration = 4000, Error = 0.637272178225077
Found new best, iteration = 5000, Error = 0.6322291499980605
Found new best, iteration = 6000, Error = 0.6265499459667148
Found new best, iteration = 7000, Error = 0.6225990547651732
Found new best, iteration = 8000, Error = 0.6195295157784173
Found new best, iteration = 9000, Error = 0.6159739478174846
Found new best, iteration = 10000, Error = 0.6086146651390352
Found new best, iteration = 11000, Error = 0.6035466930096248
Found new best, iteration = 12000, Error = 0.5952093316436192
Found new best, iteration = 13000, Error = 0.5834151640221187
Found new best, iteration = 14000, Error = 0.5742002531950243
Found new best, iteration = 15000, Error = 0.5684952368940854
Found new best, iteration = 16000, Error = 0.5612907423753686
Found new best, iteration = 17000, Error = 0.5512651740651078
Found new best, iteration = 18000, Error = 0.5466493488279057
Found new best, iteration = 19000, Error = 0.5400234538293902
Found new best, iteration = 20000, Error = 0.5332671577005855
Found new best, iteration = 21000, Error = 0.527154529253306
Found new best, iteration = 22000, Error = 0.520393765257816
Found new best, iteration = 23000, Error = 0.5163004441402339
Found new best, iteration = 24000, Error = 0.5086269909105339
Found new best, iteration = 25000, Error = 0.501613815866782
Found new best, iteration = 27000, Error = 0.49760102140934753
Found new best, iteration = 28000, Error = 0.49421931775089833
Found new best, iteration = 29000, Error = 0.49378784635705986
Found new best, iteration = 30000, Error = 0.4908958411231509
Found new best, iteration = 31000, Error = 0.48813053076052537
Found new best, iteration = 32000, Error = 0.4846120636041576
Found new best, iteration = 33000, Error = 0.47962496866543325
Found new best, iteration = 34000, Error = 0.4774273660514938
Found new best, iteration = 35000, Error = 0.4757340577395557
Found new best, iteration = 36000, Error = 0.47266797410459144
Found new best, iteration = 37000, Error = 0.4690942468686159
Found new best, iteration = 38000, Error = 0.46610328236504095
Found new best, iteration = 39000, Error = 0.4652371837057232
Found new best, iteration = 40000, Error = 0.464762451683578
Found new best, iteration = 41000, Error = 0.46209540063478005
Found new best, iteration = 42000, Error = 0.4580712479574319
Found new best, iteration = 43000, Error = 0.45727005120014774
Found new best, iteration = 44000, Error = 0.45375412909264834
Found new best, iteration = 45000, Error = 0.45308106578372875
Found new best, iteration = 46000, Error = 0.44985713044999187
Found new best, iteration = 47000, Error = 0.4483687313275566
Found new best, iteration = 48000, Error = 0.44590884682175
Found new best, iteration = 49000, Error = 0.4457170216816027
Found new best, iteration = 50000, Error = 0.44496472261474695
Found new best, iteration = 51000, Error = 0.4407576043821925
Found new best, iteration = 52000, Error = 0.438570393711502
Found new best, iteration = 54000, Error = 0.4382726558922873
Found new best, iteration = 55000, Error = 0.4368066533320203
Found new best, iteration = 56000, Error = 0.43532689765935134
Found new best, iteration = 57000, Error = 0.43368716349313297
Found new best, iteration = 65000, Error = 0.43325560464792173
Found new best, iteration = 66000, Error = 0.43111395286707904
Found new best, iteration = 67000, Error = 0.42920170537661045
Found new best, iteration = 68000, Error = 0.4273110912848994
Found new best, iteration = 69000, Error = 0.4246589516923447
Found new best, iteration = 70000, Error = 0.42417466913185
Found new best, iteration = 71000, Error = 0.4220560177354165
Found new best, iteration = 72000, Error = 0.42087805225783503
Found new best, iteration = 73000, Error = 0.41823184733668944
Found new best, iteration = 74000, Error = 0.4133456101630387
Found new best, iteration = 75000, Error = 0.41239874085969075
Found new best, iteration = 76000, Error = 0.4094947617590763
Found new best, iteration = 77000, Error = 0.40858377241160293
Found new best, iteration = 78000, Error = 0.40717425185219597
Found new best, iteration = 79000, Error = 0.40533943228436786
Found new best, iteration = 84000, Error = 0.4044194611517106
Found new best, iteration = 86000, Error = 0.40308371298984125
Found new best, iteration = 87000, Error = 0.40220494457428557
Found new best, iteration = 88000, Error = 0.40033773282894247
Found new best, iteration = 89000, Error = 0.40012640068736666
Found new best, iteration = 90000, Error = 0.3968694443411715
Found new best, iteration = 91000, Error = 0.3938150544605582
Found new best, iteration = 92000, Error = 0.3918517996211728
Found new best, iteration = 93000, Error = 0.39161990238030364
Found new best, iteration = 94000, Error = 0.3889166694533317
Found new best, iteration = 95000, Error = 0.3880424770710652
Found new best, iteration = 98000, Error = 0.384436334564872
Found new best, iteration = 100000, Error = 0.38342128018168575
Found new best, iteration = 101000, Error = 0.3820352204505257
Found new best, iteration = 102000, Error = 0.38161298241675434
Found new best, iteration = 103000, Error = 0.3801299764527675
Found new best, iteration = 104000, Error = 0.37967325318345513
Found new best, iteration = 106000, Error = 0.37844287716290675
Found new best, iteration = 107000, Error = 0.378044809415183
Found new best, iteration = 108000, Error = 0.3732149246395866
Found new best, iteration = 110000, Error = 0.37231520844354543
Found new best, iteration = 113000, Error = 0.3719610323715207
Found new best, iteration = 114000, Error = 0.37106084086843305
Found new best, iteration = 115000, Error = 0.3705124911826659
Found new best, iteration = 116000, Error = 0.36984090972773676
Found new best, iteration = 119000, Error = 0.3687459013354708
Found new best, iteration = 121000, Error = 0.3685628341754056
Found new best, iteration = 122000, Error = 0.3667693994323352
Found new best, iteration = 126000, Error = 0.36548929271217956
Found new best, iteration = 128000, Error = 0.36308525541666514
Found new best, iteration = 129000, Error = 0.3621684933481967
Found new best, iteration = 130000, Error = 0.36180432728013096
Found new best, iteration = 131000, Error = 0.36154301421683943
Found new best, iteration = 132000, Error = 0.36117280401843355
Found new best, iteration = 134000, Error = 0.3602619998132707
Found new best, iteration = 135000, Error = 0.35995728989941694
Found new best, iteration = 137000, Error = 0.35854284358965405
Found new best, iteration = 138000, Error = 0.3578546173053231
Found new best, iteration = 139000, Error = 0.355552921811053
Found new best, iteration = 148000, Error = 0.3551469471919263
Found new best, iteration = 150000, Error = 0.35382325042976376
Found new best, iteration = 153000, Error = 0.3533579147506585
Found new best, iteration = 155000, Error = 0.35334750718800984
Found new best, iteration = 157000, Error = 0.3530834202293701
Found new best, iteration = 159000, Error = 0.3527499424654541
Found new best, iteration = 160000, Error = 0.35199053239745065
Found new best, iteration = 161000, Error = 0.34966521219324964
Found new best, iteration = 164000, Error = 0.34857043771089646
Found new best, iteration = 166000, Error = 0.348489702531944
Found new best, iteration = 167000, Error = 0.3481941486321072
Found new best, iteration = 170000, Error = 0.3471595777451123
Found new best, iteration = 172000, Error = 0.34686140365207413
Found new best, iteration = 175000, Error = 0.34443572066736167
Found new best, iteration = 181000, Error = 0.34372578658889696
Found new best, iteration = 184000, Error = 0.34281305518597327
Found new best, iteration = 186000, Error = 0.34262249353621355
Found new best, iteration = 190000, Error = 0.3425214005192071
Found new best, iteration = 191000, Error = 0.34152896530933796
Found new best, iteration = 197000, Error = 0.34056235190203693
Found new best, iteration = 200000, Error = 0.34020854754164026
Found new best, iteration = 201000, Error = 0.33935639872737433
Found new best, iteration = 202000, Error = 0.33823476425728705
Found new best, iteration = 204000, Error = 0.3381891605910711
Found new best, iteration = 207000, Error = 0.3377409029613745
Found new best, iteration = 211000, Error = 0.33705223426856873
Found new best, iteration = 220000, Error = 0.3364732690166419
Found new best, iteration = 231000, Error = 0.33607728341679344
Found new best, iteration = 232000, Error = 0.33426019180296507
Found new best, iteration = 233000, Error = 0.332520087792097
Found new best, iteration = 234000, Error = 0.33195992501880367
Found new best, iteration = 235000, Error = 0.33133978016578824
Found new best, iteration = 239000, Error = 0.33104670197301556
Found new best, iteration = 248000, Error = 0.33043470645314876
Found new best, iteration = 249000, Error = 0.32935868544372593
Found new best, iteration = 251000, Error = 0.3279280496881323
Found new best, iteration = 254000, Error = 0.326627757746457
Found new best, iteration = 259000, Error = 0.32645404518500326
Found new best, iteration = 260000, Error = 0.32628978181672635
Found new best, iteration = 263000, Error = 0.32445160015190877
Found new best, iteration = 272000, Error = 0.32391489087019015
Found new best, iteration = 279000, Error = 0.3229063867204065
Found new best, iteration = 280000, Error = 0.3220768953049585
Found new best, iteration = 285000, Error = 0.3218431429881594
Found new best, iteration = 286000, Error = 0.32178520634070623
Found new best, iteration = 287000, Error = 0.32176631803696043
Found new best, iteration = 288000, Error = 0.3209839494099402
Found new best, iteration = 289000, Error = 0.319806616088576
Found new best, iteration = 293000, Error = 0.3188247605802947
Found new best, iteration = 294000, Error = 0.3173182140661517
Found new best, iteration = 295000, Error = 0.3169510080675465
Found new best, iteration = 297000, Error = 0.315899201029298
Found new best, iteration = 298000, Error = 0.3144269114142928
Found new best, iteration = 299000, Error = 0.31435882791593706
Found new best, iteration = 305000, Error = 0.3139443737750024
Found new best, iteration = 306000, Error = 0.313896742395249
Found new best, iteration = 311000, Error = 0.31347453010570264
Found new best, iteration = 312000, Error = 0.31147447239591197
Found new best, iteration = 316000, Error = 0.31085813064875295
Found new best, iteration = 317000, Error = 0.31009482541888667
Found new best, iteration = 318000, Error = 0.3096641526613573
Found new best, iteration = 319000, Error = 0.3089967261170006
Found new best, iteration = 322000, Error = 0.3073017179615194
Found new best, iteration = 325000, Error = 0.30651126807255324
Found new best, iteration = 334000, Error = 0.3060906993306739
Found new best, iteration = 337000, Error = 0.30596779639501986
Found new best, iteration = 338000, Error = 0.3053169207149511
Found new best, iteration = 339000, Error = 0.3051449044847745
Found new best, iteration = 340000, Error = 0.30501347886487407
Found new best, iteration = 341000, Error = 0.30486148802773594
Found new best, iteration = 348000, Error = 0.30417624697211876
Found new best, iteration = 349000, Error = 0.30276649489010743
Found new best, iteration = 352000, Error = 0.30184533974437644
Found new best, iteration = 360000, Error = 0.30142138657047324
Found new best, iteration = 362000, Error = 0.3010464245935549
Found new best, iteration = 363000, Error = 0.30071019790274905
Found new best, iteration = 364000, Error = 0.30030962563609076
Found new best, iteration = 366000, Error = 0.2998640383841392
Found new best, iteration = 367000, Error = 0.2992529653075059
Found new best, iteration = 375000, Error = 0.29889434359872286
Found new best, iteration = 379000, Error = 0.29834917510726555
Found new best, iteration = 380000, Error = 0.29527181207744035
Found new best, iteration = 386000, Error = 0.29469777097131505
Found new best, iteration = 390000, Error = 0.29436718438667486
Found new best, iteration = 391000, Error = 0.2941607027023414
Found new best, iteration = 396000, Error = 0.29256346433499586
Found new best, iteration = 397000, Error = 0.291067786830891
Found new best, iteration = 398000, Error = 0.29008651764636884
Found new best, iteration = 400000, Error = 0.29006128141762644
Found new best, iteration = 401000, Error = 0.289714858779366
Found new best, iteration = 404000, Error = 0.2888030032360056
Found new best, iteration = 415000, Error = 0.2882293919757627
Found new best, iteration = 416000, Error = 0.28808428439830575
Found new best, iteration = 424000, Error = 0.28710621265999714
Found new best, iteration = 431000, Error = 0.28650547160925705
Found new best, iteration = 436000, Error = 0.2853011885807329
Found new best, iteration = 441000, Error = 0.2851681800097189
Found new best, iteration = 457000, Error = 0.28497517546035567
Found new best, iteration = 458000, Error = 0.28319925594702083
Found new best, iteration = 462000, Error = 0.2800118414160277
Found new best, iteration = 463000, Error = 0.279376797144693
Found new best, iteration = 464000, Error = 0.27934970679318827
Found new best, iteration = 467000, Error = 0.27906351244868866
Found new best, iteration = 468000, Error = 0.27815486082535057
Found new best, iteration = 469000, Error = 0.27658729362885026
Found new best, iteration = 470000, Error = 0.2764779828511288
Found new best, iteration = 471000, Error = 0.27576430971577504
Found new best, iteration = 472000, Error = 0.273511575033467
Found new best, iteration = 473000, Error = 0.2731771298520068
Found new best, iteration = 475000, Error = 0.27091257595066376
Found new best, iteration = 481000, Error = 0.2691493266439183
Found new best, iteration = 485000, Error = 0.26867238815167255
Found new best, iteration = 487000, Error = 0.2666112034529281
Found new best, iteration = 492000, Error = 0.26581963811952136
Found new best, iteration = 493000, Error = 0.2652451479403646
Found new best, iteration = 497000, Error = 0.26392305659573384
Found new best, iteration = 498000, Error = 0.2637102120877639
Found new best, iteration = 500000, Error = 0.26145519473718065
Found new best, iteration = 502000, Error = 0.2584028481901587
Found new best, iteration = 504000, Error = 0.2555906058212599
Found new best, iteration = 505000, Error = 0.25493922872826846
Found new best, iteration = 506000, Error = 0.2535660515393107
Found new best, iteration = 507000, Error = 0.25272005983603796
Found new best, iteration = 509000, Error = 0.25217250905610944
Found new best, iteration = 510000, Error = 0.25013048443024216
Found new best, iteration = 511000, Error = 0.24678612039404593
Found new best, iteration = 521000, Error = 0.24669440186246266
Found new best, iteration = 527000, Error = 0.24624666343657065
Found new best, iteration = 529000, Error = 0.2445264773723354
Found new best, iteration = 530000, Error = 0.24446715603794214
Found new best, iteration = 531000, Error = 0.24186315338500194
Found new best, iteration = 532000, Error = 0.24179242692677505
Found new best, iteration = 533000, Error = 0.2388347552616707
Found new best, iteration = 535000, Error = 0.2383525885568313
Found new best, iteration = 537000, Error = 0.23695972201644125
Found new best, iteration = 541000, Error = 0.23570610210066
Found new best, iteration = 550000, Error = 0.2354957015795182
Found new best, iteration = 552000, Error = 0.23540314984948546
Found new best, iteration = 555000, Error = 0.23385842301849946
Found new best, iteration = 556000, Error = 0.2338559591736811
Found new best, iteration = 559000, Error = 0.2327549401555254
Found new best, iteration = 560000, Error = 0.23182446935405285
Found new best, iteration = 563000, Error = 0.23034191120503902
Found new best, iteration = 564000, Error = 0.22985721497477712
Found new best, iteration = 565000, Error = 0.2270320301333542
Found new best, iteration = 566000, Error = 0.2259056652132983
Found new best, iteration = 568000, Error = 0.22254259346301955
Found new best, iteration = 571000, Error = 0.22249515686409066
Found new best, iteration = 572000, Error = 0.22119538981660472
Found new best, iteration = 573000, Error = 0.2207511999947337
Found new best, iteration = 576000, Error = 0.2193840218463136
Found new best, iteration = 577000, Error = 0.21734258371054233
Found new best, iteration = 580000, Error = 0.21523851328008373
Found new best, iteration = 582000, Error = 0.21345353888422222
Found new best, iteration = 584000, Error = 0.2132813957730696
Found new best, iteration = 585000, Error = 0.20831621703528158
Found new best, iteration = 586000, Error = 0.20712542655067065
Found new best, iteration = 595000, Error = 0.20635043538559505
Found new best, iteration = 597000, Error = 0.2033712793673463
Found new best, iteration = 598000, Error = 0.20328813184166483
Found new best, iteration = 599000, Error = 0.20049504350080372
Found new best, iteration = 600000, Error = 0.20035697379893688
Found new best, iteration = 603000, Error = 0.19965326332755068
Found new best, iteration = 622000, Error = 0.1972670200581371
Found new best, iteration = 626000, Error = 0.19615743987879514
Found new best, iteration = 655000, Error = 0.19525878586434928
Found new best, iteration = 656000, Error = 0.19341918585473722
Found new best, iteration = 669000, Error = 0.1926455720154533
Found new best, iteration = 670000, Error = 0.18949443426840734
Found new best, iteration = 673000, Error = 0.18884848057643738
Found new best, iteration = 674000, Error = 0.1839195644460588
Found new best, iteration = 676000, Error = 0.18162203577719915
Found new best, iteration = 684000, Error = 0.17650219768356792
Found new best, iteration = 685000, Error = 0.17339803121199132
Found new best, iteration = 688000, Error = 0.16949508197986568
Found new best, iteration = 689000, Error = 0.1663745082054073
Found new best, iteration = 690000, Error = 0.1646984584836168
Found new best, iteration = 692000, Error = 0.1644925415522906
Found new best, iteration = 696000, Error = 0.16442205496624718
Found new best, iteration = 697000, Error = 0.16396960039054467
Found new best, iteration = 698000, Error = 0.15937920259087307
Found new best, iteration = 700000, Error = 0.1569135412638647
Found new best, iteration = 706000, Error = 0.1556371493413504
Found new best, iteration = 710000, Error = 0.15266818154546763
Found new best, iteration = 712000, Error = 0.15162719028347013
Found new best, iteration = 718000, Error = 0.1491835611639898
Found new best, iteration = 721000, Error = 0.1483185196502651
Found new best, iteration = 722000, Error = 0.14747691282517836
Found new best, iteration = 725000, Error = 0.1465478052025992
Found new best, iteration = 731000, Error = 0.14654525466629975
Found new best, iteration = 732000, Error = 0.144825180103883
Found new best, iteration = 743000, Error = 0.1448158933301611
Found new best, iteration = 744000, Error = 0.1416618751370179
Found new best, iteration = 745000, Error = 0.14050887507600548
Found new best, iteration = 749000, Error = 0.13537230225550934
Found new best, iteration = 757000, Error = 0.13523148659672335
Found new best, iteration = 758000, Error = 0.1350281580067834
Found new best, iteration = 761000, Error = 0.13435261425945733
Found new best, iteration = 765000, Error = 0.132715977871817
Found new best, iteration = 767000, Error = 0.1314718575995314
Found new best, iteration = 769000, Error = 0.13132909132328946
Found new best, iteration = 770000, Error = 0.1306387371067194
Found new best, iteration = 774000, Error = 0.12946924363837853
Found new best, iteration = 802000, Error = 0.1293176882805197
Found new best, iteration = 850000, Error = 0.1293143563661055
Found new best, iteration = 851000, Error = 0.12862218370044004
Found new best, iteration = 853000, Error = 0.12848365326157024
Found new best, iteration = 855000, Error = 0.12540108016706375
Found new best, iteration = 856000, Error = 0.12538101198051427
Found new best, iteration = 858000, Error = 0.12368471988363067
Found new best, iteration = 859000, Error = 0.12178746787924666
Found new best, iteration = 862000, Error = 0.1214331853275113
Found new best, iteration = 863000, Error = 0.1198852125595548
Found new best, iteration = 875000, Error = 0.11858396357623271
Found new best, iteration = 876000, Error = 0.11751627073981012
Found new best, iteration = 880000, Error = 0.11441467604338201
Found new best, iteration = 881000, Error = 0.11438394942049718
Found new best, iteration = 884000, Error = 0.1111922030115137
Found new best, iteration = 889000, Error = 0.10984400185473688
Found new best, iteration = 890000, Error = 0.10899978513715042
Found new best, iteration = 893000, Error = 0.10651892473754532
Found new best, iteration = 900000, Error = 0.10635472053425396
Found new best, iteration = 901000, Error = 0.1048155733445888
Found new best, iteration = 903000, Error = 0.10454477643695483
Found new best, iteration = 908000, Error = 0.10334570209671058
Found new best, iteration = 910000, Error = 0.10275188237511833
Found new best, iteration = 912000, Error = 0.10164070023068164
Found new best, iteration = 915000, Error = 0.10046028196446902
Found new best, iteration = 918000, Error = 0.09974482239273544
Found new best, iteration = 919000, Error = 0.0985493117478599
Found new best, iteration = 929000, Error = 0.09791226377755934
Found new best, iteration = 930000, Error = 0.09784966437870349
Found new best, iteration = 934000, Error = 0.0972875853130401
Found new best, iteration = 936000, Error = 0.09579785089147748
Found new best, iteration = 939000, Error = 0.09567751638315465
Found new best, iteration = 961000, Error = 0.0942232028746467
Found new best, iteration = 985000, Error = 0.09300234424340974
Found new best, iteration = 995000, Error = 0.09003306602486726
Found new best, iteration = 1015000, Error = 0.08899493744567885
Found new best, iteration = 1052000, Error = 0.08840496193360231
Found new best, iteration = 1055000, Error = 0.08773600586581912
Found new best, iteration = 1064000, Error = 0.08649499362504137
Found new best, iteration = 1065000, Error = 0.08402425290011585
Found new best, iteration = 1089000, Error = 0.0840034497743363
Found new best, iteration = 1090000, Error = 0.08345068131813103
Found new best, iteration = 1091000, Error = 0.08249902275418497
Found new best, iteration = 1111000, Error = 0.08203178238464066
Found new best, iteration = 1131000, Error = 0.08105375086575001
Found new best, iteration = 1136000, Error = 0.08022206344763233
Found new best, iteration = 1145000, Error = 0.07904015350297647
Found new best, iteration = 1147000, Error = 0.07865915801356899
Found new best, iteration = 1160000, Error = 0.07637077357363928
Found new best, iteration = 1168000, Error = 0.07635631839437176
Found new best, iteration = 1169000, Error = 0.0763001091006193
Found new best, iteration = 1170000, Error = 0.07568061732293246
Found new best, iteration = 1172000, Error = 0.07456520731935572
Found new best, iteration = 1185000, Error = 0.07431903074142086
Found new best, iteration = 1195000, Error = 0.0741250120044577
Found new best, iteration = 1244000, Error = 0.07373972313293074
Found new best, iteration = 1247000, Error = 0.07351621251749779
Found new best, iteration = 1250000, Error = 0.07332147255097508
Found new best, iteration = 1254000, Error = 0.07144324532702617
Found new best, iteration = 1255000, Error = 0.07058873386981152
Found new best, iteration = 1292000, Error = 0.06899251407537887
Found new best, iteration = 1295000, Error = 0.06824921687284373
Found new best, iteration = 1299000, Error = 0.06750703425720514
Found new best, iteration = 1309000, Error = 0.0664618705897857
Found new best, iteration = 1311000, Error = 0.06601993745846267
Found new best, iteration = 1312000, Error = 0.06531532269922291
Found new best, iteration = 1315000, Error = 0.06516723813653781
Found new best, iteration = 1316000, Error = 0.06508829756986226
Found new best, iteration = 1324000, Error = 0.06463927993760235
Found new best, iteration = 1325000, Error = 0.06330901765990146
Found new best, iteration = 1328000, Error = 0.06068162051482083
Found new best, iteration = 1329000, Error = 0.06035795690880959
Found new best, iteration = 1331000, Error = 0.06019791585258509
Found new best, iteration = 1333000, Error = 0.05965114174807426
Found new best, iteration = 1335000, Error = 0.058984954261936826
Found new best, iteration = 1341000, Error = 0.05862832844504326
Found new best, iteration = 1364000, Error = 0.05860953736585281
Found new best, iteration = 1373000, Error = 0.05728520615899609
Found new best, iteration = 1454000, Error = 0.05709276352337701
Found new best, iteration = 1457000, Error = 0.05511108672173935
Found new best, iteration = 1461000, Error = 0.054185067686883
Found new best, iteration = 1462000, Error = 0.0517314197124407
Found new best, iteration = 1463000, Error = 0.0514956919535835
Found new best, iteration = 1466000, Error = 0.05093257876578987
Found new best, iteration = 1467000, Error = 0.05021772863316123
Found new best, iteration = 1471000, Error = 0.048890442934600015
Found new best, iteration = 1575000, Error = 0.04770341552560342
Found new best, iteration = 1578000, Error = 0.04762671963615424
Found new best, iteration = 1592000, Error = 0.04641398551978597
Found new best, iteration = 1601000, Error = 0.046176287650819686
Found new best, iteration = 1609000, Error = 0.04589579441183107
Found new best, iteration = 1611000, Error = 0.045836544290645924
Found new best, iteration = 1622000, Error = 0.045142638537529256
Found new best, iteration = 1631000, Error = 0.04466791677708694
Found new best, iteration = 1632000, Error = 0.04430363611333467
Found new best, iteration = 1638000, Error = 0.04408797544256274
Found new best, iteration = 1646000, Error = 0.043284503713719974
Found new best, iteration = 1655000, Error = 0.0424020476487373
Found new best, iteration = 1661000, Error = 0.042283752048583534
Found new best, iteration = 1668000, Error = 0.04200101746915337
Found new best, iteration = 1672000, Error = 0.04163199559517168
Found new best, iteration = 1674000, Error = 0.040790952185218915
Found new best, iteration = 1676000, Error = 0.038702393567778964
Found new best, iteration = 1858000, Error = 0.03789849146679613
Found new best, iteration = 1860000, Error = 0.03777890202410877
Found new best, iteration = 1862000, Error = 0.03758033646164857
Found new best, iteration = 1970000, Error = 0.037172397991832445
Found new best, iteration = 1971000, Error = 0.03666086691818196
Found new best, iteration = 1972000, Error = 0.03657303752223713
Found new best, iteration = 1976000, Error = 0.035958929932996125
Found new best, iteration = 1978000, Error = 0.03483642530694046
Found new best, iteration = 2072000, Error = 0.03458540322737339
Found new best, iteration = 2092000, Error = 0.033711326049363805
Found new best, iteration = 2096000, Error = 0.033645700265165016
Found new best, iteration = 2124000, Error = 0.033543744429121114
Found new best, iteration = 2140000, Error = 0.032787016711970096
Found new best, iteration = 2149000, Error = 0.03256432211972238
Found new best, iteration = 2150000, Error = 0.03185924875265962
Found new best, iteration = 2154000, Error = 0.03052604868672661
Found new best, iteration = 2362000, Error = 0.0299655261407034
Found new best, iteration = 2432000, Error = 0.029472329062661676
Found new best, iteration = 2527000, Error = 0.02944800606366038
Found new best, iteration = 2533000, Error = 0.029413296109989343
Found new best, iteration = 2535000, Error = 0.02849245815231454
Found new best, iteration = 2538000, Error = 0.028099932797488587
Found new best, iteration = 2542000, Error = 0.027944488751020437
Found new best, iteration = 2550000, Error = 0.02711979081665098
Found new best, iteration = 2559000, Error = 0.027083006813392985
Found new best, iteration = 2568000, Error = 0.026646705441806855
Found new best, iteration = 2577000, Error = 0.026335001731797036
Found new best, iteration = 2579000, Error = 0.026335001731797033
Found new best, iteration = 2582000, Error = 0.02621294910499476
Found new best, iteration = 2588000, Error = 0.02614270185203468
Found new best, iteration = 2625000, Error = 0.02606199522755306
Found new best, iteration = 2629000, Error = 0.026030186495137664
Found new best, iteration = 2635000, Error = 0.025497636657661235
Found new best, iteration = 2637000, Error = 0.025397132216675153
Found new best, iteration = 2638000, Error = 0.02504790637484174
Found new best, iteration = 2640000, Error = 0.02465644219472313
Found new best, iteration = 2641000, Error = 0.02415381567722697
Found new best, iteration = 2642000, Error = 0.02331059951756656
Found new best, iteration = 2673000, Error = 0.02317312714119963
Found new best, iteration = 2678000, Error = 0.022308813342530907
Found new best, iteration = 2699000, Error = 0.021574145470448468
Found new best, iteration = 2723000, Error = 0.021146235818693977
Found new best, iteration = 2724000, Error = 0.020315089814195605
Found new best, iteration = 2725000, Error = 0.01959630182562188
Found new best, iteration = 2741000, Error = 0.018640545555841354
Found new best, iteration = 3801000, Error = 0.01813740024548916
Found new best, iteration = 3803000, Error = 0.017882241153568935
Found new best, iteration = 3809000, Error = 0.01757414105154134
Found new best, iteration = 3818000, Error = 0.017362807567697126
Found new best, iteration = 3901000, Error = 0.01719108493930023
Found new best, iteration = 3902000, Error = 0.01630933749171347
